Client,word,machine_translation,human_translation,theme,category,description,earliest event type,earliest event date,latest event type,latest event date
YY,猓聊妹Q,Q Mei Guo chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,粿妞,Cake girl,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,粿籹脫,Cake cake off,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,粿秀,Cake show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,粿秀小妹,Cake sister show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黑丝、抠β,"Black silk, pull β",,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黑丝美足,Black silk beauty Foot,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黑丝美足视频,Heisi US Foot Video,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黑丝诱惑包射,Black silk temptation to pack shot,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,狠狠撸最新网址,Bitter blow your latest URL,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,皇片,Wong sheet,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,皇色云盘,Huangseyunpan,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄片加微信,Yellow sheet plus micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄色A片,A yellow sheet,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄色网站,Pornographic websites,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄色网址,Yellow Website,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄色云盘,Yellow cloud disk,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄网永久看,Yellow net permanent watch,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,黄云盘片,Huang disc,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,簧片秀逼,Reed show force,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,簧色大片,Color blockbuster spring,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激情插逼,Passion plug force,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激情你懂的,Passion you know,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激情视屏,Passion Screen,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激情一对一视频服务,Passion-one video service,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激情做爱,Passion sex,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,激晴电影,Shock Partly movie,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞LO聊,Lonely LO chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞仯妇,Lonely Miao women,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞男加Q,Lonely male plus Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞男加我,Lonely man add me,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞男人加,Lonely man plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞骚女,Sao lonely woman,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞熟女Ｑ,Lonely MILF Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞寻做爱,Lonely find love,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞找老公,Find lonely husband,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞找佬公,Lonely guy looking male,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,寂寞找娚人,Lonely people looking for Nan,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,加Q看裸照,Add Q to see nude,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,加我看裸,Plus I see nude,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,加我看脱,Add me off,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,加我微信看坐爱,Plus I love to sit watching the micro-letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,加走私Q,Add smuggling Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,枧屏粿料,Jianpinghualiao,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,噭啨電影,Qiaoqing movie,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,精彩璜图,Juan FIG wonderful,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,开始看大秀,Began to see the big show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看(月兑)衣舞,See (months against) clothing dance,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看@片扣,Look @ piece buckle,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看Av加,Look Av plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看AV加QQ,See AV plus QQ,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看A片加,See A piece plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看BB喷水,Look BB spray,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看B加Q,See B plus Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看B加V信,See B plus V letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看Da秀,Look Da Show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看se加微信,Look se plus micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看逼逼加,Kanbibijia,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看逼加我,Look forced to add my,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看大眯眯q,Look Great Mimi q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看大片啪啪,To see a large flap,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看大秀qq,See the big show qq,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看大秀加,See the big show plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看大秀来,See the big show to,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看惈聊,See Guo chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黄Q,Look Huang Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黄加,Look Huang,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黄片的加,Watch pornographic films plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黄片加,Watch pornographic films plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黄微信,See yellow micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看黃片,Watch pornographic films,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看簧Q,Look Reed Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看簧片,Look Reed,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看簧片加,Look Reed plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看巨乳,Watch Busty,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看抠B,Look pull B,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看裸加,Look bare plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看裸加Q,Look bare plus Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看毛片加,Kan Maopian plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看毛片进,Kan Maopian feed,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看美乳,Look Breasts,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看美腿q,Look legs q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看妹脱光,Look sister naked,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看妹子逼,Look sister force,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看男女啪啪,See men and women pops,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看片聊骚,See the film chat show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看搔女,Look scratch Women,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看色视频,Look-color video,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看丝袜美腿,Look Legs,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看拖衣服,Look drag clothes,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看脫衣舞,Look striptease,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看脱衣,Look undressing,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看脱衣加,Look strip plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看秀撸,See the show lu,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看秀舞群,See the show dancers,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看绣加微信,Look embroidery plus micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,看最新裸照,See the latest nude,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,课聊QQ,Lesson QQ chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,课聊加,Lesson chat plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,空间Ａ片,A piece of space,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,空间有A,A space,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,抠B秀,Pull B show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,扣Q自慰,Buckle Q masturbation,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,扣逼钕Q,Buckle force neodymium Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,囖柳,Lo Liu,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,撸管神器,Line and pipe artifact,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,镥管q,Lutetium tube q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,啰ホ夘,La ホ Wan,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,啰窷,La Liao,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,罗聊,Luo chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,罗秀騷女,Luoxiu Sao Women,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,镙体看射,Look Luo body shot,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,螺汝,Lo Ru,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,螺秀表演,Lo show performances,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,倮服务,Luo Service,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,倮辽,Luo Liao,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,倮聊,Luo chat,,Social,Prurient,,first_seen,2015-06-01,last_seen,2016-09-09
YY,倮女Ｑ,Luo female Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,倮女QQ,Luo female QQ,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,倮釹,Luo neodymium,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸1聊文爱,Bare a chat message love,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸Liao,Bare Liao,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸Ｑ,Bare Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸T秀,Naked T show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸辽,Bare Liao,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸疗,Naked Therapy,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸疗一对一视频,Bare one video treatment,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸撩,Bare tease,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸撩加,Bare tease plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸撩加q,Bare tease plus q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸漏妹,Drain bare sister,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妹妹扣,Naked sister buckle,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妹试看,Look naked girl,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妹一元一分钟,Naked girl one yuan one minute,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妹在线,Naked girl online,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妹真人,Naked girl live,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妞,Naked girl,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妞表演,Naked girl show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妞脱秀,Naked girl show off,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸妞一对一,Naked girl one,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸女qq,Nude qq,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸女大秀,Nude big show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸钕,Bare neodymium,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸钕一对一,Neodymium bare one,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸釹,Bare neodymium,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸銫女,Naked female cesium,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸玩表演,Naked play performances,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸秀q,Naked show q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸秀表演,Naked show performances,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸秀女,Naked show girls,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸秀诱惑,Naked show Temptation,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸锈,Bare rust,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,裸照视频,Nude video,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,躶妞服务,Luo girl service,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,攞栁,Luoliu,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,洛聊,Los chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,摞聊,Pile chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
9158,摞聊,Pile chat,,Social,Prurient,,del,2015-05-05,last_seen,2016-07-12
YY,摞绣表演,Pile embroidery show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,摞照观奶约炮,Luozhaoguannai about gun,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,买黄云,Buy Huang,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,买云盘Q,Buy cloud dish Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,毛片Q,Q Maopian,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,毛片网,Feather Network,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,毛片微信,Maopian micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,毛片云盘,Feather cloud disk,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,每晚看大秀,See the big show every night,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美眉脱光,Crush strip,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女１对１视频,Beauty 1 to 1 video,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女大秀,Beauty big show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女裸料,Beauty bare feed,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女全脱Q,Beauty all off Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女全脱加,Beauty all off plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女视频秀,Beauty Video Show,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女視频加,Beauty video plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女脱衣,Beauty strip,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美女自慰,Beauty Masturbation,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美乳骚妹,Sao sister Breasts,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,美足诱惑,United States Foot Temptation,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹给你爽,Sister give you cool,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹裸表演,Sister naked performers,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹躶扣,Mei Luo buckle,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹啪电影,Sister snapped Movies,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹全脱,Sister all off,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹托光扣,Meituoguangkou,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹想约炮,Sister think about guns,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹子给你爽,Sister give you cool,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹子陪你玩喷水,Sister to accompany you to play water,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,妹自抠,Sister from pull,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费果聊,Free fruit chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费猓聊,Free Guo chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费黄片,Free porn,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费看簧,Free watch spring,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费少钕逼,Free little neodymium force,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,免费丝袜聊,Free Stockings chat,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,摸扎逼逼,Mozhabibi,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,拿床上电影,Take the bed Movie,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,男撸管加,M line and pipe plus,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,男人福利微信,Man Welfare micro letter,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,男人你懂Q,Man you know Q,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,侽人電影,Nan man movie,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,侽朲電萾,Nanrendianying,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,莮人電影,Nan man movie,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,内湿骚女,Sao inside wet woman,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,内湿透骚女,o drenched female> within,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,内湿小骚女,Small show within wet woman,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
YY,嫩B想草,B want to tender grass,,Social,Prurient,,add,2015-06-06,last_seen,2016-09-09
