dp,url,cat,title,QA_txt,QA_status
1514308282,https://www.amazon.com/dp/1514308282/?aod=1,,"The house that Jack built (Jack Ryder): Rose, Willow: 9781514308288: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
1533148147,https://www.amazon.com/dp/1533148147/?aod=1,,"Amazon.com: Ritual (Tentaciones) (Volume 1) (Spanish Edition): 9781533148148: Crespo, R.: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1537114387,https://www.amazon.com/dp/1537114387/?aod=1,,"Black Jack (Jack Ryder): Rose, Willow: 9781537114385: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
1537462415,https://www.amazon.com/dp/1537462415/?aod=1,,"Pretty Stolen Dolls: Duke, kerry, Webster, K.: 9781537462417: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (3)
1538735520,https://www.amazon.com/dp/1538735520/?aod=1,,"Satisfaction Guaranteed: Stetz-Waters, Karelia: 9781538735527: Amazon.com: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,Not added (25)
1540485552,https://www.amazon.com/dp/1540485552/?aod=1,,"Male Enhancement: The porn industry’s secret penis enlargement techniques. Natural, proven methods, exercises & tips on how to add several inches and ... dysfunction, impotence, techniques, natural)): Clarke, Alexandre: 9781540485557: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
1543233805,https://www.amazon.com/dp/1543233805/?aod=1,,"Amazon.com: Cheaper than Therapy: An Irreverently Snarky Adult Coloring Journal (Irreverent Book): 9781543233803: O'Hara, Sasha: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,No button (0)
1599970368,https://www.amazon.com/dp/1599970368/?aod=1,,"Amazon.com: One Dead Activist: A David Price Mystery: 9781599970363: Lindsay, Tony: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (4)
1603094482,https://www.amazon.com/dp/1603094482/?aod=1,,"Penny Nichols: Reed, MK, Means, Greg, Wiegle, Matt: 9781603094481: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (11)
1620555166,https://www.amazon.com/dp/1620555166/?aod=1,,"Tao Tantric Arts for Women: Cultivating Sexual Energy, Love, and Spirit: de Vos, Minke, Chia, Mantak: 9781620555163: Amazon.com: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,Not added (25)
162105330X,https://www.amazon.com/dp/162105330X/?aod=1,,"Amazon.com: Little Miss Apocalypse: 9781621053309: Slater, Danger: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (1)
1628729066,https://www.amazon.com/dp/1628729066/?aod=1,,"Oil and Marble: A Novel of Leonardo and Michelangelo: Storey, Stephanie: 9781628729061: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (1)
1631527657,https://www.amazon.com/dp/1631527657/?aod=1,,"Amazon.com: Wolf Den Hollow: A Novel: 9781631527654: Murray, Donna: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
1638772452,https://www.amazon.com/dp/1638772452/?aod=1,,"Extreme Prayers that Shake Heaven and Earth: Duval, Daniel: 9781638772453: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (25)
1641712600,https://www.amazon.com/dp/1641712600/?aod=1,,"Rick Steves Pocket Florence: Steves, Rick, Openshaw, Gene: 9781641712606: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (2)
1642931802,https://www.amazon.com/dp/1642931802/?aod=1,,"She-ology, The She-quel: Let's Continue the Conversation: Ross MD, Sherry A., Ormond, Julia: 9781642931808: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. Deliver to Qatar Add to List,Not added (4)
1647421144,https://www.amazon.com/dp/1647421144/?aod=1,,"Amazon.com: The Oath: The Druid Chronicles, Book One (The Druid Chronicles, 1): 9781647421144: Linden, A.M.: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. Deliver to Qatar Add to List,Not added (22)
1682309819,https://www.amazon.com/dp/1682309819/?aod=1,,"Egomaniac (Tight Spaces): Keeland, Vi: 9781682309810: Amazon.com: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,No button (0)
1684033462,https://www.amazon.com/dp/1684033462/?aod=1,,"Taking Sexy Back: How to Own Your Sexuality and Create the Relationships You Want: Solomon PhD, Alexandra H., Brotto PhD, Lori: 9781684033461: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (8)
1719250979,https://www.amazon.com/dp/1719250979/?aod=1,,"Perfect Peace: Shann, P J: 9781719250979: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1719253862,https://www.amazon.com/dp/1719253862/?aod=1,,"Perfect Day: Shann, P J: 9781719253864: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1735514101,https://www.amazon.com/dp/1735514101/?aod=1,,"WARRIOR: Duemig, Jessica, Mathias, Danna: 9781735514109: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. Deliver to Qatar Add to List,Not added (1)
1735589853,https://www.amazon.com/dp/1735589853/?aod=1,,"Lore and Lust Book Two: The Vanishing: Nikole, Karla: 9781735589855: Amazon.com: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,Not added (5)
1735856401,https://www.amazon.com/dp/1735856401/?aod=1,,"Fortunate Son: Tibor, Thomas: 9781735856407: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (12)
1778133010,https://www.amazon.com/dp/1778133010/?aod=1,,"Amazon.com: Consider Me Special Edition: 9781778133015: Mack, Becka: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (1)
1786861402,https://www.amazon.com/dp/1786861402/?aod=1,,"Passion Relapse: Fisher, Jack: 9781786861405: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1788737377,https://www.amazon.com/dp/1788737377/?aod=1,,"Amazon.com: Females: 9781788737371: Chu, Andrea Long: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (9)
1796720380,https://www.amazon.com/dp/1796720380/?aod=1,,"Swingers party in Cancun: Wife Watching with a Stranger: x, Dante: 9781796720389: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1846250293,https://www.amazon.com/dp/1846250293/?aod=1,,Opening up Exodus (Opening up the Bible): Iain D. Campbell: 9781846250293: Amazon.com: Books,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
1913719693,https://www.amazon.com/dp/1913719693/?aod=1,,"Amazon.com: Sins of the Past: International crime thriller full of mystery, suspense and a hint of the supernatural: 9781913719692: Griffiths, Robert: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1916892620,https://www.amazon.com/dp/1916892620/?aod=1,,Amazon.com: Windy Christmas: (that'll be the sprouts): 9781916892620: Whittlesey Wordsmiths: Books,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1941366279,https://www.amazon.com/dp/1941366279/?aod=1,,"Amazon.com: Lisa Yuskavage: Wilderness: 9781941366271: Weatherford, Mary, Yuskavage, Lisa, Bedford, Christopher, Molesworth, Helen, Zuckerman, Heidi: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (21)
1948273195,https://www.amazon.com/dp/1948273195/?aod=1,,"Mr. Perfect (Sinister in Savannah Book 2): Walker, Aimee Nicole: 9781948273190: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
1956130098,https://www.amazon.com/dp/1956130098/?aod=1,,Word Search Puzzles For Seniors: Extra Large Print: Garb Media Group: 9781956130096: Amazon.com: Books,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar See similar items shipping to Qatar. See Similar Items,No button (0)
1957941901,https://www.amazon.com/dp/1957941901/?aod=1,,"Tales of Sley House 2022: Williamson, Trevor, Williamson, Trevor, Ehrhart, Lillian: 9781957941905: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (8)
1983033731,https://www.amazon.com/dp/1983033731/?aod=1,,"ALEXANDER PICHUSHKIN: The Shocking True Story of The Chessboard Killer: Harrington, Roger: 9781983033735: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
8418489685,https://www.amazon.com/dp/8418489685/?aod=1,,"Tu cuerpo expresa tu pensamiento: Despierta al poder de autosanación que habita en ti (Spanish Edition): Gallego López, Juan Diego: 9788418489686: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
9633864216,https://www.amazon.com/dp/9633864216/?aod=1,,"Amazon.com: The Passport as Home: Comfort in Rootlessness: 9789633864210: Markovits, Andrei S., Ignatieff, Michael: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (7)
9873355014,https://www.amazon.com/dp/9873355014/?aod=1,,"Nº Especial – Charles Bukowski (Buenos Aires Poetry | Abracadabra) (Spanish Edition): Arabia, Juan: 9789873355011: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B0000CFMU7,https://www.amazon.com/dp/B0000CFMU7/?aod=1,,"Amazon.com: Wilton Icing Colors, 8-Count Icing Colors, (Packaging May vary) : Everything Else",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
B00014WXQO,https://www.amazon.com/dp/B00014WXQO/?aod=1,,"Amazon.com: Solgar L-Lysine 1000 mg, 250 Tablets - Enhanced Absorption and Assimilation - Promotes Integrity of Skin and Lips - Collagen Support - Amino Acids - Non-GMO, Vegan, Gluten Free - 250 Servings",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B000GIQRW6,https://www.amazon.com/dp/B000GIQRW6/?aod=1,,"Amazon.com: Optimum Nutrition Opti-Women, Vitamin C, Zinc and Vitamin D for Immune Support Womens Daily Multivitamin Supplement with Iron, Capsules, 120 Count",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
B000I4FCAG,https://www.amazon.com/dp/B000I4FCAG/?aod=1,,"Amazon.com: Jarrow Formulas Milk Thistle 150 mg - 100 Veggie Capsules - Antioxidant Supporting Immune Response, Liver Function & Glutathione - Up to 100 Servings : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B0013OQP4M,https://www.amazon.com/dp/B0013OQP4M/?aod=1,,"Amazon.com: NOW Supplements, Saw Palmetto Extract with Pumpkin Seed Oil and Zinc, Men's Health*, 90 Softgels : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (4)
B0013OSMCU,https://www.amazon.com/dp/B0013OSMCU/?aod=1,,"Amazon.com: NOW Supplements, Echinacea (Purpurea Root) 400 mg, Immune System Support*, 250 Veg Capsules : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
B0013OUPXE,https://www.amazon.com/dp/B0013OUPXE/?aod=1,,"Amazon.com: NOW Supplements, MSM (Methylsulfonylmethane) 1,000 mg, Joint Health*, 240 Veg Capsules : Health & Household",Temporarily out of stock. We are working hard to be back in stock as soon as possible. Deliver to Qatar Add to List,Not added (1)
B0013OXCJI,https://www.amazon.com/dp/B0013OXCJI/?aod=1,,"Amazon.com: NOW Supplements, Cat's Claw Extract, 10:1 Concentrate, (1.5% Standardized Extract), 120 Veg Capsules : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (2)
B0013TMWIK,https://www.amazon.com/dp/B0013TMWIK/?aod=1,,"Amazon.com: Caltrate 600 Plus D3 Calcium and Vitamin D Supplement Tablets, Bone Health Supplements for Adults - 200 Count : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,No button (0)
